cryptoName,modelName,RMSE,sharpeRatio,expectedValue
YFI-USD,Random Forrest,929512.5782450109,0.36013604899893187,None
YFI-USD,Attention-based LSTM,1511.8072852839246,-0.23441060780335995,5724.02
YFI-USD,BiDirectional LSTM,217.34592583958957,-0.29071406,5571.0796
YFI-USD,LSTM,440.09320951648414,-0.22228628,5400.7856
BTC-USD,RNN,650.3988977657796,0.023441805,26076.318
BTC-USD,ANN,1075.0951601695672,0.055249028,25794.002
BTC-USD,CNN,1881.0666763129748,0.3635055,24374.617
BTC-USD,Random Forrest,184202.04274180296,0.3343940711848212,None
BTC-USD,Attention-based LSTM,1306.5896033352622,0.04483845950962912,25959.248
BTC-USD,BiDirectional LSTM,628.5902203580852,0.05254081,26130.771
BTC-USD,LSTM,685.2478236393462,0.05367003,25804.812
